Time (UTC+10),Regions VIC Trading Price ($/MWh),Regions VIC Trading Total Intermittent Generation (MW),Regions VIC Operational Demand (MW),Time,Hour,Day
2018-01-09 10:30:00,77.82,229.72,5189,10:30:00,10,2
2018-01-09 11:00:00,88.61,225.1,5215,11:00:00,11,2
2018-01-09 11:30:00,88.77,226.65,5156,11:30:00,11,2
2018-01-09 12:00:00,87.4,214.64,5130,12:00:00,12,2
2018-01-09 12:30:00,84.79,195.37,5135,12:30:00,12,2
2018-01-09 13:00:00,84.4,186.9,5102,13:00:00,13,2
2018-01-09 13:30:00,80.83,194.61,5076,13:30:00,13,2
2018-01-09 14:00:00,67.1,199.96,5065,14:00:00,14,2
2018-01-09 14:30:00,71.27,205.49,5005,14:30:00,14,2
2018-01-09 15:00:00,71.37,212.69,5069,15:00:00,15,2
2018-01-09 15:30:00,71.07,205.73,5091,15:30:00,15,2
2018-01-09 16:00:00,80.38,203.88,5179,16:00:00,16,2
2018-01-09 16:30:00,85.8,206.7,5269,16:30:00,16,2
2018-01-09 17:00:00,111.63,193.77,5308,17:00:00,17,2
2018-01-09 17:30:00,97.13,195.12,5258,17:30:00,17,2
2018-01-09 18:00:00,97.76,195.9,5265,18:00:00,18,2
2018-01-09 18:30:00,73.53,203.29,5178,18:30:00,18,2
2018-01-09 19:00:00,76.4,190.84,5120,19:00:00,19,2
2018-01-09 19:30:00,72.77,168.71,4990,19:30:00,19,2
2018-01-09 20:00:00,74.92,151.38,4961,20:00:00,20,2
2018-01-09 20:30:00,81.01,143.8,4973,20:30:00,20,2
2018-01-09 21:00:00,81.5,148.26,4880,21:00:00,21,2
2018-01-09 21:30:00,75.37,154.78,4741,21:30:00,21,2
2018-01-09 22:00:00,67.06,163.51,4597,22:00:00,22,2
2018-01-09 22:30:00,71.86,171.88,4483,22:30:00,22,2
2018-01-09 23:00:00,68.5,171.38,4433,23:00:00,23,2
2018-01-09 23:30:00,89.95,174.91,4620,23:30:00,23,2
2018-01-10 00:00:00,82.63,180.03,4632,00:00:00,0,3
2018-01-10 00:30:00,64.01,184.17,4447,00:30:00,0,3
2018-01-10 01:00:00,60.62,161.02,4349,01:00:00,1,3
2018-01-10 01:30:00,57.29,121.59,4233,01:30:00,1,3
2018-01-10 02:00:00,53.96,118.75,4149,02:00:00,2,3
2018-01-10 02:30:00,55.25,152.5,4050,02:30:00,2,3
2018-01-10 03:00:00,53.47,152.69,4033,03:00:00,3,3
2018-01-10 03:30:00,56.32,173.44,4020,03:30:00,3,3
2018-01-10 04:00:00,52.51,159.65,4056,04:00:00,4,3
2018-01-10 04:30:00,56.64,157.07,4162,04:30:00,4,3
2018-01-10 05:00:00,53.04,194.95,4283,05:00:00,5,3
2018-01-10 05:30:00,59.89,213.64,4404,05:30:00,5,3
2018-01-10 06:00:00,60.72,211.39,4581,06:00:00,6,3
2018-01-10 06:30:00,68.89,196.04,4843,06:30:00,6,3
2018-01-10 07:00:00,91.41,150.52,5049,07:00:00,7,3
2018-01-10 07:30:00,89.35,129.23,5009,07:30:00,7,3
2018-01-10 08:00:00,76.17,124.71,5045,08:00:00,8,3
2018-01-10 08:30:00,84.81,114.97,5048,08:30:00,8,3
2018-01-10 09:00:00,88.55,104.79,5011,09:00:00,9,3
2018-01-10 09:30:00,91.28,115.61,4988,09:30:00,9,3
2018-01-10 10:00:00,92.23,97.31,4963,10:00:00,10,3
2018-01-10 10:30:00,94.35,46.49,5022,10:30:00,10,3
2018-01-10 11:00:00,96.9,37.35,5078,11:00:00,11,3
2018-01-10 11:30:00,96.59,57.74,5128,11:30:00,11,3
2018-01-10 12:00:00,97.22,66.42,5111,12:00:00,12,3
2018-01-10 12:30:00,91.66,79.2,5204,12:30:00,12,3
2018-01-10 13:00:00,86.45,79.83,5267,13:00:00,13,3
2018-01-10 13:30:00,85.86,62.6,5373,13:30:00,13,3
2018-01-10 14:00:00,86.41,65.35,5496,14:00:00,14,3
2018-01-10 14:30:00,88.55,75.76,5519,14:30:00,14,3
2018-01-10 15:00:00,93.63,110.65,5483,15:00:00,15,3
2018-01-10 15:30:00,82.1,129.59,5573,15:30:00,15,3
2018-01-10 16:00:00,80.1,124.64,5632,16:00:00,16,3
2018-01-10 16:30:00,82.06,116.5,5689,16:30:00,16,3
2018-01-10 17:00:00,85.88,105.18,5672,17:00:00,17,3
2018-01-10 17:30:00,81.32,105.56,5642,17:30:00,17,3
2018-01-10 18:00:00,95.78,101.56,5645,18:00:00,18,3
2018-01-10 18:30:00,100.49,78.54,5650,18:30:00,18,3
2018-01-10 19:00:00,101.41,80.62,5601,19:00:00,19,3
2018-01-10 19:30:00,85.24,79.8,5431,19:30:00,19,3
2018-01-10 20:00:00,94.22,95.74,5393,20:00:00,20,3
2018-01-10 20:30:00,110.68,99.58,5379,20:30:00,20,3
2018-01-10 21:00:00,76.34,86.97,5274,21:00:00,21,3
2018-01-10 21:30:00,61.33,73.96,5091,21:30:00,21,3
2018-01-10 22:00:00,59.45,58.53,4937,22:00:00,22,3
2018-01-10 22:30:00,66.94,38.59,4784,22:30:00,22,3
2018-01-10 23:00:00,64.77,22.31,4694,23:00:00,23,3
2018-01-10 23:30:00,86.81,19.79,4855,23:30:00,23,3
2018-01-11 00:00:00,86.74,21.73,4854,00:00:00,0,4
2018-01-11 00:30:00,75.71,21.17,4598,00:30:00,0,4
2018-01-11 01:00:00,61.4,26.93,4475,01:00:00,1,4
2018-01-11 01:30:00,58.98,33.53,4390,01:30:00,1,4
2018-01-11 02:00:00,65.75,39.52,4322,02:00:00,2,4
2018-01-11 02:30:00,61.35,40.83,4234,02:30:00,2,4
2018-01-11 03:00:00,57.6,44.39,4177,03:00:00,3,4
2018-01-11 03:30:00,59.88,45.47,4177,03:30:00,3,4
2018-01-11 04:00:00,57.05,49.45,4195,04:00:00,4,4
2018-01-11 04:30:00,61.84,52.48,4301,04:30:00,4,4
2018-01-11 05:00:00,57.17,59.89,4361,05:00:00,5,4
2018-01-11 05:30:00,58.47,53.69,4522,05:30:00,5,4
2018-01-11 06:00:00,64.43,50.67,4721,06:00:00,6,4
2018-01-11 06:30:00,66.93,56.13,4981,06:30:00,6,4
2018-01-11 07:00:00,73.21,43.24,5163,07:00:00,7,4
2018-01-11 07:30:00,62.89,33.12,5198,07:30:00,7,4
2018-01-11 08:00:00,70.11,24.09,5305,08:00:00,8,4
2018-01-11 08:30:00,73.14,28.04,5437,08:30:00,8,4
2018-01-11 09:00:00,74.87,25.63,5484,09:00:00,9,4
2018-01-11 09:30:00,77.34,22.22,5560,09:30:00,9,4
2018-01-11 10:00:00,86.1,40.49,5692,10:00:00,10,4
2018-01-11 10:30:00,76.81,62.55,5755,10:30:00,10,4
2018-01-11 11:00:00,82.78,67.35,5919,11:00:00,11,4
2018-01-11 11:30:00,90.02,61.43,6057,11:30:00,11,4
2018-01-11 12:00:00,94.08,54.14,6239,12:00:00,12,4
2018-01-11 12:30:00,95.65,49.46,6402,12:30:00,12,4
2018-01-11 13:00:00,93.27,51.88,6538,13:00:00,13,4
2018-01-11 13:30:00,92.49,38.89,6684,13:30:00,13,4
2018-01-11 14:00:00,101.98,42.75,6882,14:00:00,14,4
2018-01-11 14:30:00,100.24,42.09,7095,14:30:00,14,4
2018-01-11 15:00:00,93.55,34.34,7201,15:00:00,15,4
2018-01-11 15:30:00,100.25,34.42,7412,15:30:00,15,4
2018-01-11 16:00:00,157.52,62.76,7674,16:00:00,16,4
2018-01-11 16:30:00,100.15,68.05,7714,16:30:00,16,4
2018-01-11 17:00:00,105.49,76.88,7787,17:00:00,17,4
2018-01-11 17:30:00,101.22,82.74,7682,17:30:00,17,4
2018-01-11 18:00:00,101.55,64.43,7663,18:00:00,18,4
2018-01-11 18:30:00,93.53,60.02,7533,18:30:00,18,4
2018-01-11 19:00:00,101.96,64.89,7403,19:00:00,19,4
2018-01-11 19:30:00,99.72,87.97,7153,19:30:00,19,4
2018-01-11 20:00:00,96.95,94.96,7073,20:00:00,20,4
2018-01-11 20:30:00,99.8,83.09,6900,20:30:00,20,4
2018-01-11 21:00:00,99.83,90.23,6686,21:00:00,21,4
2018-01-11 21:30:00,93.45,87.21,6360,21:30:00,21,4
2018-01-11 22:00:00,89.94,80.9,6045,22:00:00,22,4
2018-01-11 22:30:00,99.36,72.69,5743,22:30:00,22,4
2018-01-11 23:00:00,86.96,97.66,5507,23:00:00,23,4
2018-01-11 23:30:00,96.8,134.22,5606,23:30:00,23,4
2018-01-12 00:00:00,97.94,166.89,5504,00:00:00,0,5
2018-01-12 00:30:00,87.88,161.35,5239,00:30:00,0,5
2018-01-12 01:00:00,81.61,167.48,5059,01:00:00,1,5
2018-01-12 01:30:00,114.94,178.0,4882,01:30:00,1,5
2018-01-12 02:00:00,94.67,185.62,4761,02:00:00,2,5
2018-01-12 02:30:00,87.03,214.3,4669,02:30:00,2,5
2018-01-12 03:00:00,86.77,232.41,4616,03:00:00,3,5
2018-01-12 03:30:00,84.14,288.94,4644,03:30:00,3,5
2018-01-12 04:00:00,78.66,308.57,4652,04:00:00,4,5
2018-01-12 04:30:00,71.19,323.42,4808,04:30:00,4,5
2018-01-12 05:00:00,70.92,321.46,4991,05:00:00,5,5
2018-01-12 05:30:00,77.82,268.86,5255,05:30:00,5,5
2018-01-12 06:00:00,68.0,311.91,5512,06:00:00,6,5
2018-01-12 06:30:00,76.5,312.43,5817,06:30:00,6,5
2018-01-12 07:00:00,90.56,265.05,6091,07:00:00,7,5
2018-01-12 07:30:00,91.09,262.83,6178,07:30:00,7,5
2018-01-12 08:00:00,89.07,220.46,6319,08:00:00,8,5
2018-01-12 08:30:00,88.11,223.64,6456,08:30:00,8,5
2018-01-12 09:00:00,92.35,194.91,6543,09:00:00,9,5
2018-01-12 09:30:00,97.04,199.63,6554,09:30:00,9,5
2018-01-12 10:00:00,96.57,210.44,6596,10:00:00,10,5
2018-01-12 10:30:00,98.19,225.82,6642,10:30:00,10,5
2018-01-12 11:00:00,101.51,278.81,6713,11:00:00,11,5
2018-01-12 11:30:00,91.64,379.99,6802,11:30:00,11,5
2018-01-12 12:00:00,91.96,373.1,6831,12:00:00,12,5
2018-01-12 12:30:00,96.97,398.38,6860,12:30:00,12,5
2018-01-12 13:00:00,98.62,333.08,6752,13:00:00,13,5
2018-01-12 13:30:00,101.07,257.17,6637,13:30:00,13,5
2018-01-12 14:00:00,111.9,231.89,6581,14:00:00,14,5
2018-01-12 14:30:00,113.39,220.35,6583,14:30:00,14,5
2018-01-12 15:00:00,106.35,216.73,6518,15:00:00,15,5
2018-01-12 15:30:00,106.99,286.12,6464,15:30:00,15,5
2018-01-12 16:00:00,111.94,215.18,6395,16:00:00,16,5
2018-01-12 16:30:00,105.77,157.3,6221,16:30:00,16,5
2018-01-12 17:00:00,101.19,139.86,6115,17:00:00,17,5
2018-01-12 17:30:00,97.6,128.88,5922,17:30:00,17,5
2018-01-12 18:00:00,92.27,94.69,5719,18:00:00,18,5
2018-01-12 18:30:00,90.86,78.67,5586,18:30:00,18,5
2018-01-12 19:00:00,94.1,74.01,5465,19:00:00,19,5
2018-01-12 19:30:00,96.22,78.78,5354,19:30:00,19,5
2018-01-12 20:00:00,98.32,71.11,5254,20:00:00,20,5
2018-01-12 20:30:00,94.25,79.17,5153,20:30:00,20,5
2018-01-12 21:00:00,91.74,88.96,5016,21:00:00,21,5
2018-01-12 21:30:00,91.85,91.85,4902,21:30:00,21,5
2018-01-12 22:00:00,95.26,69.71,4746,22:00:00,22,5
2018-01-12 22:30:00,88.2,56.91,4640,22:30:00,22,5
2018-01-12 23:00:00,88.88,72.92,4565,23:00:00,23,5
2018-01-12 23:30:00,96.65,86.82,4764,23:30:00,23,5
2018-01-13 00:00:00,98.71,73.51,4763,00:00:00,0,6
2018-01-13 00:30:00,88.74,68.86,4467,00:30:00,0,6
2018-01-13 01:00:00,81.36,82.76,4304,01:00:00,1,6
2018-01-13 01:30:00,81.38,71.31,4173,01:30:00,1,6
2018-01-13 02:00:00,79.65,81.95,4057,02:00:00,2,6
2018-01-13 02:30:00,70.72,105.09,3982,02:30:00,2,6
2018-01-13 03:00:00,66.87,112.54,3906,03:00:00,3,6
2018-01-13 03:30:00,60.44,118.35,3879,03:30:00,3,6
2018-01-13 04:00:00,61.17,92.94,3928,04:00:00,4,6
2018-01-13 04:30:00,56.81,106.7,3981,04:30:00,4,6
2018-01-13 05:00:00,57.64,119.55,4015,05:00:00,5,6
2018-01-13 05:30:00,64.38,125.46,4119,05:30:00,5,6
2018-01-13 06:00:00,68.86,114.69,4140,06:00:00,6,6
2018-01-13 06:30:00,71.37,103.86,4253,06:30:00,6,6
2018-01-13 07:00:00,134.73,122.19,4384,07:00:00,7,6
2018-01-13 07:30:00,72.79,123.03,4342,07:30:00,7,6
2018-01-13 08:00:00,70.9,146.28,4333,08:00:00,8,6
2018-01-13 08:30:00,77.68,182.56,4375,08:30:00,8,6
2018-01-13 09:00:00,81.82,223.85,4395,09:00:00,9,6
2018-01-13 09:30:00,83.22,255.48,4464,09:30:00,9,6
2018-01-13 10:00:00,82.38,270.15,4455,10:00:00,10,6
2018-01-13 10:30:00,85.78,274.41,4455,10:30:00,10,6
2018-01-13 11:00:00,89.57,257.77,4417,11:00:00,11,6
2018-01-13 11:30:00,83.93,251.83,4475,11:30:00,11,6
2018-01-13 12:00:00,77.12,247.48,4456,12:00:00,12,6
2018-01-13 12:30:00,72.02,252.91,4483,12:30:00,12,6
2018-01-13 13:00:00,72.59,215.93,4503,13:00:00,13,6
2018-01-13 13:30:00,71.45,204.28,4515,13:30:00,13,6
2018-01-13 14:00:00,56.29,229.79,4560,14:00:00,14,6
2018-01-13 14:30:00,51.61,241.69,4537,14:30:00,14,6
2018-01-13 15:00:00,59.39,294.47,4549,15:00:00,15,6
2018-01-13 15:30:00,65.02,304.56,4596,15:30:00,15,6
2018-01-13 16:00:00,61.78,330.56,4618,16:00:00,16,6
2018-01-13 16:30:00,52.33,345.64,4590,16:30:00,16,6
2018-01-13 17:00:00,61.02,412.44,4669,17:00:00,17,6
2018-01-13 17:30:00,57.96,418.95,4683,17:30:00,17,6
2018-01-13 18:00:00,66.38,416.99,4634,18:00:00,18,6
2018-01-13 18:30:00,60.7,402.32,4646,18:30:00,18,6
2018-01-13 19:00:00,56.37,398.73,4593,19:00:00,19,6
2018-01-13 19:30:00,63.97,393.05,4516,19:30:00,19,6
2018-01-13 20:00:00,69.36,400.21,4500,20:00:00,20,6
2018-01-13 20:30:00,71.64,348.48,4530,20:30:00,20,6
2018-01-13 21:00:00,89.08,324.79,4458,21:00:00,21,6
2018-01-13 21:30:00,104.39,322.72,4387,21:30:00,21,6
2018-01-13 22:00:00,68.16,316.19,4275,22:00:00,22,6
2018-01-13 22:30:00,67.95,306.04,4191,22:30:00,22,6
2018-01-13 23:00:00,66.7,303.48,4180,23:00:00,23,6
2018-01-13 23:30:00,94.06,270.09,4373,23:30:00,23,6
2018-01-14 00:00:00,112.33,265.34,4404,00:00:00,0,7
2018-01-14 00:30:00,85.82,267.67,4232,00:30:00,0,7
2018-01-14 01:00:00,66.36,283.8,4099,01:00:00,1,7
2018-01-14 01:30:00,54.54,276.81,4005,01:30:00,1,7
2018-01-14 02:00:00,58.63,260.07,3868,02:00:00,2,7
2018-01-14 02:30:00,60.72,247.82,3766,02:30:00,2,7
2018-01-14 03:00:00,60.95,214.09,3693,03:00:00,3,7
2018-01-14 03:30:00,61.58,198.64,3659,03:30:00,3,7
2018-01-14 04:00:00,64.77,176.0,3636,04:00:00,4,7
2018-01-14 04:30:00,57.68,168.44,3648,04:30:00,4,7
2018-01-14 05:00:00,56.8,176.09,3673,05:00:00,5,7
2018-01-14 05:30:00,57.61,162.15,3711,05:30:00,5,7
2018-01-14 06:00:00,57.83,152.37,3734,06:00:00,6,7
2018-01-14 06:30:00,55.38,143.76,3808,06:30:00,6,7
2018-01-14 07:00:00,58.61,127.96,3875,07:00:00,7,7
2018-01-14 07:30:00,56.19,101.14,3866,07:30:00,7,7
2018-01-14 08:00:00,52.41,118.4,3924,08:00:00,8,7
2018-01-14 08:30:00,50.2,161.23,3981,08:30:00,8,7
2018-01-14 09:00:00,55.35,191.43,4015,09:00:00,9,7
2018-01-14 09:30:00,56.54,171.4,4042,09:30:00,9,7
2018-01-14 10:00:00,55.82,147.26,4019,10:00:00,10,7
2018-01-14 10:30:00,54.86,142.31,3976,10:30:00,10,7
2018-01-14 11:00:00,55.62,141.22,3969,11:00:00,11,7
2018-01-14 11:30:00,52.31,148.63,3953,11:30:00,11,7
2018-01-14 12:00:00,46.23,154.02,3915,12:00:00,12,7
2018-01-14 12:30:00,46.57,133.3,3876,12:30:00,12,7
2018-01-14 13:00:00,47.12,137.04,3779,13:00:00,13,7
2018-01-14 13:30:00,47.42,141.02,3759,13:30:00,13,7
2018-01-14 14:00:00,53.35,154.51,3734,14:00:00,14,7
2018-01-14 14:30:00,55.37,153.66,3739,14:30:00,14,7
2018-01-14 15:00:00,55.76,150.06,3769,15:00:00,15,7
2018-01-14 15:30:00,56.55,153.02,3862,15:30:00,15,7
2018-01-14 16:00:00,58.59,149.86,3978,16:00:00,16,7
2018-01-14 16:30:00,58.96,150.79,4090,16:30:00,16,7
2018-01-14 17:00:00,59.5,166.13,4241,17:00:00,17,7
2018-01-14 17:30:00,81.52,163.33,4367,17:30:00,17,7
2018-01-14 18:00:00,115.0,155.92,4458,18:00:00,18,7
2018-01-14 18:30:00,85.88,155.88,4483,18:30:00,18,7
2018-01-14 19:00:00,82.62,157.24,4473,19:00:00,19,7
2018-01-14 19:30:00,87.06,165.83,4455,19:30:00,19,7
2018-01-14 20:00:00,84.65,157.24,4461,20:00:00,20,7
2018-01-14 20:30:00,97.28,136.49,4524,20:30:00,20,7
2018-01-14 21:00:00,92.12,143.54,4468,21:00:00,21,7
2018-01-14 21:30:00,79.16,169.33,4391,21:30:00,21,7
2018-01-14 22:00:00,74.4,173.16,4273,22:00:00,22,7
2018-01-14 22:30:00,76.97,170.85,4166,22:30:00,22,7
2018-01-14 23:00:00,68.32,175.72,4128,23:00:00,23,7
2018-01-14 23:30:00,86.62,191.75,4324,23:30:00,23,7
2018-01-15 00:00:00,105.8,211.3,4358,00:00:00,0,1
2018-01-15 00:30:00,71.06,214.36,4202,00:30:00,0,1
2018-01-15 01:00:00,64.0,207.02,4091,01:00:00,1,1
2018-01-15 01:30:00,57.66,214.68,4035,01:30:00,1,1
2018-01-15 02:00:00,59.92,228.54,3902,02:00:00,2,1
2018-01-15 02:30:00,69.53,233.92,3788,02:30:00,2,1
2018-01-15 03:00:00,70.24,211.72,3696,03:00:00,3,1
2018-01-15 03:30:00,72.07,195.04,3661,03:30:00,3,1
2018-01-15 04:00:00,78.64,199.23,3705,04:00:00,4,1
2018-01-15 04:30:00,108.5,213.9,3831,04:30:00,4,1
2018-01-15 05:00:00,95.04,214.44,3958,05:00:00,5,1
2018-01-15 05:30:00,89.08,205.17,4215,05:30:00,5,1
2018-01-15 06:00:00,121.45,182.57,4462,06:00:00,6,1
2018-01-15 06:30:00,108.38,187.61,4750,06:30:00,6,1
2018-01-15 07:00:00,108.25,216.82,4950,07:00:00,7,1
2018-01-15 07:30:00,96.88,208.08,4972,07:30:00,7,1
2018-01-15 08:00:00,80.2,206.24,5036,08:00:00,8,1
2018-01-15 08:30:00,100.87,192.43,5064,08:30:00,8,1
2018-01-15 09:00:00,86.45,193.68,5043,09:00:00,9,1
2018-01-15 09:30:00,90.35,182.76,5075,09:30:00,9,1
2018-01-15 10:00:00,78.06,169.69,5051,10:00:00,10,1
2018-01-15 10:30:00,86.37,149.39,5022,10:30:00,10,1
2018-01-15 11:00:00,84.59,141.41,5049,11:00:00,11,1
2018-01-15 11:30:00,104.58,134.76,5101,11:30:00,11,1
2018-01-15 12:00:00,95.53,130.28,5127,12:00:00,12,1
2018-01-15 12:30:00,98.15,157.81,5135,12:30:00,12,1
2018-01-15 13:00:00,98.59,143.44,5182,13:00:00,13,1
2018-01-15 13:30:00,98.59,156.77,5207,13:30:00,13,1
2018-01-15 14:00:00,90.54,169.85,5177,14:00:00,14,1
2018-01-15 14:30:00,82.32,186.59,5219,14:30:00,14,1
2018-01-15 15:00:00,76.46,208.66,5163,15:00:00,15,1
2018-01-15 15:30:00,72.9,234.92,5145,15:30:00,15,1
2018-01-15 16:00:00,83.0,230.44,5190,16:00:00,16,1
2018-01-15 16:30:00,79.73,221.33,5196,16:30:00,16,1
2018-01-15 17:00:00,83.34,222.86,5257,17:00:00,17,1
2018-01-15 17:30:00,86.89,223.3,5242,17:30:00,17,1
2018-01-15 18:00:00,87.56,216.65,5216,18:00:00,18,1
2018-01-15 18:30:00,92.76,181.93,5194,18:30:00,18,1
2018-01-15 19:00:00,91.98,173.78,5165,19:00:00,19,1
2018-01-15 19:30:00,90.47,167.68,5078,19:30:00,19,1
2018-01-15 20:00:00,89.97,171.53,5077,20:00:00,20,1
2018-01-15 20:30:00,92.86,186.63,5097,20:30:00,20,1
2018-01-15 21:00:00,73.72,168.79,4962,21:00:00,21,1
2018-01-15 21:30:00,72.42,181.15,4823,21:30:00,21,1
2018-01-15 22:00:00,67.39,195.56,4691,22:00:00,22,1
2018-01-15 22:30:00,72.45,201.92,4512,22:30:00,22,1
2018-01-15 23:00:00,71.4,203.06,4474,23:00:00,23,1
2018-01-15 23:30:00,82.54,200.85,4647,23:30:00,23,1
2018-01-16 00:00:00,85.46,191.04,4666,00:00:00,0,2
2018-01-16 00:30:00,63.11,174.16,4459,00:30:00,0,2
2018-01-16 01:00:00,70.79,161.72,4333,01:00:00,1,2
2018-01-16 01:30:00,77.05,140.67,4205,01:30:00,1,2
2018-01-16 02:00:00,60.18,115.35,4040,02:00:00,2,2
2018-01-16 02:30:00,62.61,131.53,3964,02:30:00,2,2
2018-01-16 03:00:00,55.77,166.17,3932,03:00:00,3,2
2018-01-16 03:30:00,56.69,169.96,3961,03:30:00,3,2
2018-01-16 04:00:00,63.63,171.22,3992,04:00:00,4,2
2018-01-16 04:30:00,65.89,166.81,4088,04:30:00,4,2
2018-01-16 05:00:00,68.85,149.51,4230,05:00:00,5,2
2018-01-16 05:30:00,82.49,146.29,4411,05:30:00,5,2
2018-01-16 06:00:00,85.78,141.83,4609,06:00:00,6,2
2018-01-16 06:30:00,101.78,122.78,4916,06:30:00,6,2
2018-01-16 07:00:00,103.79,109.0,5064,07:00:00,7,2
2018-01-16 07:30:00,93.93,86.68,5045,07:30:00,7,2
2018-01-16 08:00:00,94.44,67.45,5054,08:00:00,8,2
2018-01-16 08:30:00,85.66,47.69,5088,08:30:00,8,2
2018-01-16 09:00:00,86.92,42.5,5079,09:00:00,9,2
2018-01-16 09:30:00,90.29,44.84,5036,09:30:00,9,2
2018-01-16 10:00:00,92.44,42.39,5064,10:00:00,10,2
2018-01-16 10:30:00,92.41,44.83,5041,10:30:00,10,2
2018-01-16 11:00:00,97.01,37.64,5078,11:00:00,11,2
2018-01-16 11:30:00,100.32,38.28,5079,11:30:00,11,2
2018-01-16 12:00:00,108.56,46.19,5103,12:00:00,12,2
2018-01-16 12:30:00,103.98,46.47,5149,12:30:00,12,2
2018-01-16 13:00:00,102.19,53.95,5177,13:00:00,13,2
2018-01-16 13:30:00,110.61,47.35,5252,13:30:00,13,2
2018-01-16 14:00:00,107.49,52.81,5307,14:00:00,14,2
2018-01-16 14:30:00,103.31,52.17,5375,14:30:00,14,2
2018-01-16 15:00:00,100.51,77.6,5432,15:00:00,15,2
2018-01-16 15:30:00,104.76,86.64,5550,15:30:00,15,2
2018-01-16 16:00:00,101.07,109.69,5681,16:00:00,16,2
2018-01-16 16:30:00,113.12,123.63,5740,16:30:00,16,2
2018-01-16 17:00:00,106.96,137.41,5862,17:00:00,17,2
2018-01-16 17:30:00,94.6,146.9,5776,17:30:00,17,2
2018-01-16 18:00:00,109.15,152.2,5747,18:00:00,18,2
2018-01-16 18:30:00,107.69,139.99,5692,18:30:00,18,2
2018-01-16 19:00:00,102.87,129.86,5629,19:00:00,19,2
2018-01-16 19:30:00,104.46,126.52,5451,19:30:00,19,2
2018-01-16 20:00:00,98.61,116.79,5386,20:00:00,20,2
2018-01-16 20:30:00,91.21,116.6,5332,20:30:00,20,2
2018-01-16 21:00:00,97.0,130.56,5241,21:00:00,21,2
2018-01-16 21:30:00,91.77,140.67,5027,21:30:00,21,2
2018-01-16 22:00:00,85.31,135.02,4852,22:00:00,22,2
2018-01-16 22:30:00,88.82,157.44,4670,22:30:00,22,2
2018-01-16 23:00:00,87.91,172.88,4569,23:00:00,23,2
2018-01-16 23:30:00,118.73,154.04,4761,23:30:00,23,2
2018-01-17 00:00:00,121.82,143.44,4754,00:00:00,0,3
2018-01-17 00:30:00,79.11,118.64,4548,00:30:00,0,3
2018-01-17 01:00:00,92.31,118.19,4426,01:00:00,1,3
2018-01-17 01:30:00,75.65,145.02,4325,01:30:00,1,3
2018-01-17 02:00:00,71.87,168.3,4194,02:00:00,2,3
2018-01-17 02:30:00,73.22,162.67,4115,02:30:00,2,3
2018-01-17 03:00:00,75.31,135.3,4065,03:00:00,3,3
2018-01-17 03:30:00,73.25,112.43,4065,03:30:00,3,3
2018-01-17 04:00:00,70.19,101.51,4093,04:00:00,4,3
2018-01-17 04:30:00,69.12,106.11,4220,04:30:00,4,3
2018-01-17 05:00:00,69.74,71.7,4394,05:00:00,5,3
2018-01-17 05:30:00,68.99,57.45,4569,05:30:00,5,3
2018-01-17 06:00:00,87.15,48.61,4823,06:00:00,6,3
2018-01-17 06:30:00,91.6,32.69,5060,06:30:00,6,3
2018-01-17 07:00:00,120.67,21.41,5275,07:00:00,7,3
2018-01-17 07:30:00,112.83,14.91,5241,07:30:00,7,3
2018-01-17 08:00:00,119.0,10.45,5304,08:00:00,8,3
2018-01-17 08:30:00,95.44,16.32,5312,08:30:00,8,3
2018-01-17 09:00:00,102.57,20.54,5306,09:00:00,9,3
2018-01-17 09:30:00,97.49,14.86,5331,09:30:00,9,3
2018-01-17 10:00:00,122.06,5.02,5372,10:00:00,10,3
2018-01-17 10:30:00,116.8,1.64,5411,10:30:00,10,3
2018-01-17 11:00:00,110.89,8.14,5424,11:00:00,11,3
2018-01-17 11:30:00,117.44,12.37,5559,11:30:00,11,3
2018-01-17 12:00:00,111.6,11.49,5603,12:00:00,12,3
2018-01-17 12:30:00,111.73,13.02,5708,12:30:00,12,3
2018-01-17 13:00:00,111.04,15.86,5813,13:00:00,13,3
2018-01-17 13:30:00,107.54,15.95,5924,13:30:00,13,3
2018-01-17 14:00:00,109.46,17.87,6043,14:00:00,14,3
2018-01-17 14:30:00,110.76,6.97,6175,14:30:00,14,3
2018-01-17 15:00:00,105.37,3.37,6375,15:00:00,15,3
2018-01-17 15:30:00,99.44,7.23,6582,15:30:00,15,3
2018-01-17 16:00:00,107.26,20.52,6732,16:00:00,16,3
2018-01-17 16:30:00,116.73,40.48,6903,16:30:00,16,3
2018-01-17 17:00:00,117.6,57.57,7026,17:00:00,17,3
2018-01-17 17:30:00,109.86,55.42,6997,17:30:00,17,3
2018-01-17 18:00:00,118.08,53.21,7024,18:00:00,18,3
2018-01-17 18:30:00,117.26,60.17,6941,18:30:00,18,3
2018-01-17 19:00:00,105.74,58.32,6784,19:00:00,19,3
2018-01-17 19:30:00,92.93,73.28,6560,19:30:00,19,3
2018-01-17 20:00:00,91.32,122.25,6327,20:00:00,20,3
2018-01-17 20:30:00,90.07,138.18,6194,20:30:00,20,3
2018-01-17 21:00:00,81.78,120.45,5985,21:00:00,21,3
2018-01-17 21:30:00,82.64,116.52,5705,21:30:00,21,3
2018-01-17 22:00:00,108.72,115.44,5432,22:00:00,22,3
2018-01-17 22:30:00,104.45,114.84,5179,22:30:00,22,3
